Rider_ID,Subcounty,Latitude,Longitude,Daily_Distance_km,Daily_Income_KES,Income_Volatility,Distance_to_BSS_km,Petrol_Daily_Cost_KES,Electric_Daily_Cost_KES,PAYG_Daily_Payment_KES,Net_Savings_KES,Default_Probability,Default_Indicator
RID-0602,Kibra,-1.3275343444917993,36.802247869447655,97.9,1035.0,0.174,3.72,609.0,372.0,450.0,237.0,0.0261,0
RID-0603,Lang'ata,-1.3309374990924783,36.78026170840195,83.2,867.0,0.243,3.45,525.0,318.0,450.0,208.0,0.0579,1
RID-0604,Dagoretti,-1.27849808426304,36.7543235657423,95.4,1040.0,0.21,2.11,595.0,363.0,450.0,232.0,0.0176,0
RID-0605,Dagoretti,-1.3058296319044589,36.75263845089348,96.6,879.0,0.187,1.23,602.0,367.0,450.0,235.0,0.0193,0
RID-0606,Mathare,-1.2439918094954463,36.88008582659627,71.5,919.0,0.287,2.51,459.0,275.0,450.0,184.0,0.0459,0
RID-0607,Kibra,-1.291221732570507,36.79916607694402,67.8,863.0,0.323,0.49,437.0,261.0,450.0,176.0,0.0331,0
RID-0608,Kasarani,-1.2129710358491683,36.921403004766326,81.2,713.0,0.289,4.17,514.0,310.0,450.0,204.0,0.1381,0
RID-0609,Starehe,-1.275530425184981,36.80736250697545,92.9,1029.0,0.183,1.34,581.0,354.0,450.0,227.0,0.0125,0
RID-0610,Makadara,-1.3032613392788752,36.84510194710387,82.1,1117.0,0.286,0.97,519.0,314.0,450.0,205.0,0.0139,0
RID-0611,Westlands,-1.2785035654994876,36.79710962658569,56.3,1103.0,0.138,1.54,372.0,218.0,450.0,153.0,0.0104,0
RID-0612,Kamukunji,-1.3008483984199992,36.83884076940722,68.0,1164.0,0.133,0.63,438.0,261.0,450.0,177.0,0.0058,0
RID-0613,Makadara,-1.3378722933390756,36.864265874147456,78.9,1065.0,0.186,1.36,501.0,302.0,450.0,199.0,0.0122,0
RID-0614,Dagoretti,-1.2929758904927555,36.72765822737863,78.9,893.0,0.302,1.34,501.0,302.0,450.0,199.0,0.0346,0
RID-0615,Njiru,-1.2368150866313519,36.958751402752526,109.6,1168.0,0.162,8.26,676.0,415.0,450.0,261.0,0.0711,0
RID-0616,Embakasi,-1.3421511972873796,36.88474550442867,59.2,728.0,0.116,0.63,388.0,229.0,450.0,159.0,0.0222,0
RID-0617,Westlands,-1.280382846995746,36.78120193797782,87.6,820.0,0.133,2.51,550.0,334.0,450.0,216.0,0.0297,0
RID-0618,Kibra,-1.298410503161365,36.78112347722454,102.3,807.0,0.315,1.05,635.0,389.0,450.0,246.0,0.0387,0
RID-0619,Kamukunji,-1.2902902968262122,36.80492275271186,114.1,1216.0,0.258,0.5,702.0,432.0,450.0,270.0,0.0065,0
RID-0620,Kamukunji,-1.2722916393958155,36.82021483210293,73.9,1189.0,0.163,2.02,472.0,284.0,450.0,189.0,0.0096,0
RID-0621,Lang'ata,-1.3488013473946736,36.77554753875917,87.4,1097.0,0.239,5.33,549.0,333.0,450.0,216.0,0.0516,0
RID-0622,Kibra,-1.287786828083227,36.75882359201761,88.5,1214.0,0.232,1.4,556.0,338.0,450.0,218.0,0.009,0
RID-0623,Kasarani,-1.2803902431164165,36.90367699089507,82.9,824.0,0.264,1.14,524.0,317.0,450.0,207.0,0.0332,0
RID-0624,Mathare,-1.223989776369783,36.88977892705879,78.5,1070.0,0.158,0.58,499.0,301.0,450.0,198.0,0.0081,0
RID-0625,Starehe,-1.2708068116945075,36.81516727628736,86.5,975.0,0.316,1.45,545.0,330.0,450.0,214.0,0.0286,0
RID-0626,Kasarani,-1.2038575480672538,36.88052907600591,42.0,1169.0,0.177,2.08,290.0,165.0,450.0,125.0,0.013,0
RID-0627,Mathare,-1.2504728446128757,36.87510940318334,90.2,977.0,0.274,3.35,566.0,344.0,450.0,222.0,0.0441,0
RID-0628,Kamukunji,-1.2637958018500224,36.90019320077822,81.9,923.0,0.104,1.37,518.0,313.0,450.0,205.0,0.0132,0
RID-0629,Westlands,-1.2571516806564245,36.789820727485846,76.7,1108.0,0.193,1.36,488.0,294.0,450.0,194.0,0.0111,0
RID-0630,Kibra,-1.3155114862438397,36.74961848190222,110.7,1175.0,0.188,2.18,683.0,420.0,450.0,263.0,0.0098,0
RID-0631,Makadara,-1.313894262621781,36.851814351237735,69.9,866.0,0.236,0.79,449.0,269.0,450.0,181.0,0.0244,0
RID-0632,Embakasi,-1.320481767958692,36.90304709744067,74.0,988.0,0.118,2.61,473.0,284.0,450.0,189.0,0.0182,0
RID-0633,Starehe,-1.291448398647644,36.84742061334649,109.9,788.0,0.298,2.04,678.0,417.0,450.0,261.0,0.0511,0
RID-0634,Starehe,-1.274995858701636,36.82481399357723,67.5,500.0,0.154,2.62,436.0,260.0,450.0,176.0,0.0971,0
RID-0635,Dagoretti,-1.2995578943302584,36.74710381367718,71.7,1040.0,0.269,1.38,460.0,275.0,450.0,185.0,0.02,0
RID-0636,Mathare,-1.2434980347066473,36.847657395685786,77.8,1122.0,0.301,3.09,495.0,298.0,450.0,197.0,0.0309,0
RID-0637,Starehe,-1.288162329781505,36.81892547942447,92.6,1052.0,0.24,1.94,579.0,353.0,450.0,227.0,0.0185,0
RID-0638,Kibra,-1.3419174184694642,36.76861484280557,83.1,610.0,0.285,4.57,525.0,318.0,450.0,207.0,0.1995,0
RID-0639,Kibra,-1.3245244174708932,36.802487783614254,60.6,930.0,0.265,3.38,396.0,234.0,450.0,162.0,0.0572,0
RID-0640,Kasarani,-1.2147487734199616,36.90387179822735,72.0,556.0,0.189,2.25,462.0,276.0,450.0,185.0,0.0827,0
RID-0641,Westlands,-1.2479820407566404,36.79725256423201,70.9,1274.0,0.302,1.23,455.0,272.0,450.0,183.0,0.0105,0
RID-0642,Kasarani,-1.2121907030014223,36.89793556494135,78.8,783.0,0.174,1.8,501.0,302.0,450.0,199.0,0.0327,0
RID-0643,Kibra,-1.3096927530120073,36.77334482684776,86.4,1251.0,0.243,0.98,544.0,330.0,450.0,214.0,0.0074,0
RID-0644,Kasarani,-1.2687763431655286,36.897314416756274,86.3,1189.0,0.286,0.74,543.0,329.0,450.0,214.0,0.01,0
RID-0645,Dagoretti,-1.2645450372780012,36.76252430804483,53.4,820.0,0.195,1.97,355.0,207.0,450.0,147.0,0.0382,0
RID-0646,Embakasi,-1.2906920503081767,36.92472261443612,96.0,773.0,0.176,3.74,598.0,365.0,450.0,233.0,0.0595,0
RID-0647,Starehe,-1.2732268481807711,36.82894631414811,83.8,1070.0,0.215,2.96,529.0,320.0,450.0,209.0,0.0231,0
RID-0648,Makadara,-1.312353037908687,36.85367854287946,100.8,831.0,0.304,0.97,626.0,383.0,450.0,243.0,0.0336,1
RID-0649,Kamukunji,-1.2726845770045772,36.869077688743374,86.7,1020.0,0.332,2.89,545.0,331.0,450.0,215.0,0.0434,0
RID-0650,Mathare,-1.26278892551362,36.85599621470298,96.5,903.0,0.236,4.54,602.0,367.0,450.0,234.0,0.0676,0
RID-0651,Dagoretti,-1.292989440822868,36.75602413497858,87.0,644.0,0.265,1.02,547.0,332.0,450.0,215.0,0.0549,0
RID-0652,Starehe,-1.3038770963226707,36.779076380937255,100.2,554.0,0.326,0.85,623.0,381.0,450.0,242.0,0.0821,0
RID-0653,Starehe,-1.2860107369898315,36.80058575148172,87.8,1045.0,0.125,0.92,552.0,335.0,450.0,217.0,0.0081,0
RID-0654,Kamukunji,-1.2951628039529461,36.84204439362365,78.5,888.0,0.158,1.35,499.0,301.0,450.0,198.0,0.0188,0
RID-0655,Mathare,-1.2690649681804602,36.894049350689414,114.1,889.0,0.277,0.67,702.0,432.0,450.0,270.0,0.0211,0
RID-0656,Dagoretti,-1.2864651047079536,36.750009487192216,93.3,1139.0,0.306,2.01,583.0,355.0,450.0,228.0,0.0192,0
RID-0657,Kibra,-1.3025558571191318,36.76222333764438,88.6,1235.0,0.314,0.29,556.0,338.0,450.0,218.0,0.0083,0
RID-0658,Kasarani,-1.1992177642515947,36.89848471426929,60.9,945.0,0.204,2.94,398.0,235.0,450.0,163.0,0.0361,0
RID-0659,Makadara,-1.2865903876551759,36.8385628553392,60.7,932.0,0.122,2.09,397.0,234.0,450.0,162.0,0.0197,0
RID-0660,Starehe,-1.3060751753203212,36.841357793160505,84.4,1100.0,0.209,0.72,532.0,322.0,450.0,210.0,0.0095,0
RID-0661,Kasarani,-1.2124718094780496,36.88195896891285,82.2,729.0,0.158,1.11,520.0,314.0,450.0,206.0,0.028,0
RID-0662,Embakasi,-1.327393261625494,36.92250869568829,70.8,1045.0,0.173,3.88,455.0,272.0,450.0,183.0,0.0303,0
RID-0663,Starehe,-1.2987882378573465,36.85785345906512,82.1,1110.0,0.293,2.05,519.0,314.0,450.0,205.0,0.0212,0
RID-0664,Kibra,-1.3330124146929574,36.797767838512165,103.8,1136.0,0.119,4.36,643.0,394.0,450.0,249.0,0.018,0
RID-0665,Dagoretti,-1.2995723695149797,36.75606374862165,90.4,613.0,0.307,0.66,567.0,345.0,450.0,222.0,0.0628,1
RID-0666,Dagoretti,-1.3038822800422838,36.74074414187855,62.9,848.0,0.207,0.66,409.0,243.0,450.0,167.0,0.0226,0
RID-0667,Kibra,-1.3141816164920854,36.76495625088437,78.3,824.0,0.249,1.61,498.0,300.0,450.0,198.0,0.0374,0
RID-0668,Lang'ata,-1.3351835130915977,36.75973572867057,67.9,1020.0,0.122,3.92,438.0,261.0,450.0,177.0,0.027,0
RID-0669,Lang'ata,-1.3545719983068005,36.75011301250783,74.2,1096.0,0.184,4.69,474.0,284.0,450.0,189.0,0.0353,0
RID-0670,Kibra,-1.3662466731759062,36.78117944474799,73.8,1299.0,0.122,7.33,472.0,283.0,450.0,189.0,0.0351,0
RID-0671,Lang'ata,-1.3017476915677417,36.785692085757965,72.8,901.0,0.34,1.52,466.0,279.0,450.0,187.0,0.0437,0
RID-0672,Embakasi,-1.310385207594688,36.894742183415836,61.2,900.0,0.302,3.25,400.0,236.0,450.0,163.0,0.0696,0
RID-0673,Dagoretti,-1.292550682143759,36.754942382303504,78.1,1230.0,0.215,1.14,496.0,299.0,450.0,197.0,0.0077,0
RID-0674,Starehe,-1.2986162563061767,36.84728643389338,71.6,1059.0,0.156,1.51,459.0,275.0,450.0,184.0,0.0119,0
RID-0675,Mathare,-1.2456923736911751,36.87936371451416,36.1,1254.0,0.333,2.71,256.0,143.0,450.0,113.0,0.0255,1
RID-0676,Embakasi,-1.3012304852238055,36.90039233315388,110.8,1058.0,0.186,2.98,683.0,420.0,450.0,263.0,0.0187,0
RID-0677,Dagoretti,-1.2795427752806636,36.75583628267483,96.3,769.0,0.14,2.29,600.0,366.0,450.0,234.0,0.032,0
RID-0678,Mathare,-1.2670808142188206,36.85352796454207,74.4,733.0,0.241,4.69,475.0,285.0,450.0,190.0,0.1306,0
RID-0679,Embakasi,-1.3079628740947604,36.9309804030299,80.3,690.0,0.336,5.43,509.0,307.0,450.0,202.0,0.2496,0
RID-0680,Njiru,-1.274782141513078,36.91064949468495,62.4,1132.0,0.101,1.74,407.0,241.0,450.0,166.0,0.0084,0
RID-0681,Kamukunji,-1.2817047831752695,36.84601775403712,105.4,1238.0,0.16,2.87,652.0,400.0,450.0,252.0,0.0093,0
RID-0682,Kibra,-1.3115331667125918,36.78987906395817,108.5,1370.0,0.335,2.31,670.0,411.0,450.0,258.0,0.0108,0
RID-0683,Lang'ata,-1.3544640450926961,36.799797268772046,82.4,1169.0,0.143,6.7,521.0,315.0,450.0,206.0,0.0445,0
RID-0684,Makadara,-1.3320180795695304,36.84343005950439,95.4,1233.0,0.128,2.23,595.0,363.0,450.0,232.0,0.0069,0
RID-0685,Embakasi,-1.312065095202981,36.86713622377692,82.6,884.0,0.243,0.91,522.0,316.0,450.0,206.0,0.0233,0
RID-0686,Starehe,-1.2785170880886414,36.85822940331456,59.9,769.0,0.315,3.92,393.0,232.0,450.0,161.0,0.1334,0
RID-0687,Starehe,-1.2745822702340808,36.82961401811438,73.8,1170.0,0.219,3.08,472.0,283.0,450.0,189.0,0.0189,0
RID-0688,Kibra,-1.3402032953034515,36.772672771839204,82.0,1084.0,0.349,4.36,518.0,313.0,450.0,205.0,0.0638,0
RID-0689,Kamukunji,-1.2925039276064787,36.83864569806487,73.2,1021.0,0.27,1.45,468.0,281.0,450.0,187.0,0.0215,0
RID-0690,Lang'ata,-1.3243671240999246,36.7811538212145,76.7,1077.0,0.119,2.79,488.0,294.0,450.0,195.0,0.0144,0
RID-0691,Kasarani,-1.2422291591387407,36.90493009556864,78.6,1065.0,0.348,3.16,499.0,301.0,450.0,198.0,0.0461,0
RID-0692,Mathare,-1.2500355650300643,36.88780298077043,78.8,1257.0,0.202,2.89,500.0,302.0,450.0,199.0,0.0121,0
RID-0693,Starehe,-1.2433891862686324,36.80469811616344,80.8,1259.0,0.172,1.17,512.0,309.0,450.0,203.0,0.0058,0
RID-0694,Kibra,-1.3312171502242067,36.759848442821706,64.1,1109.0,0.239,3.48,416.0,247.0,450.0,169.0,0.03,0
RID-0695,Dagoretti,-1.2976803971821396,36.753327167488926,69.2,1169.0,0.176,1.0,446.0,266.0,450.0,179.0,0.0078,0
RID-0696,Starehe,-1.255253309668218,36.823480979527154,60.7,1103.0,0.122,1.69,397.0,235.0,450.0,162.0,0.01,0
RID-0697,Kibra,-1.3213969504650969,36.78803515984497,94.7,908.0,0.1,2.88,591.0,360.0,450.0,231.0,0.0215,0
RID-0698,Starehe,-1.2917028580326004,36.8667907744339,48.4,1151.0,0.212,3.15,327.0,189.0,450.0,138.0,0.0226,0
RID-0699,Dagoretti,-1.325153220542361,36.747694811577915,97.3,721.0,0.309,2.89,606.0,370.0,450.0,236.0,0.0915,0
RID-0700,Mathare,-1.2195278756154073,36.865135996891205,100.8,1211.0,0.243,2.23,626.0,383.0,450.0,243.0,0.012,0
RID-0701,Starehe,-1.27880078070003,36.817851091543794,75.5,761.0,0.35,2.25,481.0,289.0,450.0,192.0,0.0869,0
RID-0702,Westlands,-1.268607833635248,36.827456969493525,41.0,1057.0,0.172,2.66,284.0,162.0,450.0,122.0,0.0222,0
RID-0703,Kasarani,-1.26423723822659,36.930668674025924,74.6,831.0,0.17,4.14,476.0,286.0,450.0,190.0,0.0618,0
RID-0704,Dagoretti,-1.321479143049003,36.73866695341531,79.0,1111.0,0.14,2.11,502.0,302.0,450.0,199.0,0.0112,0
RID-0705,Westlands,-1.273584888405973,36.81177106539541,64.8,993.0,0.141,1.37,421.0,250.0,450.0,171.0,0.0135,0
RID-0706,Embakasi,-1.341962487037675,36.909243453321636,72.3,681.0,0.171,2.15,463.0,277.0,450.0,186.0,0.0512,0
RID-0707,Kasarani,-1.1795138075342628,36.872736519908145,103.0,1084.0,0.298,4.19,638.0,391.0,450.0,247.0,0.0439,0
RID-0708,Kamukunji,-1.281205876647792,36.831760356444065,90.0,884.0,0.326,2.67,564.0,343.0,450.0,221.0,0.0584,0
RID-0709,Kibra,-1.3064822558761393,36.785382955548314,66.1,1176.0,0.344,1.61,428.0,255.0,450.0,173.0,0.0201,0
RID-0710,Makadara,-1.3128297381808862,36.869757445697424,56.0,1000.0,0.158,0.96,370.0,217.0,450.0,153.0,0.0129,0
RID-0711,Kamukunji,-1.248913037804265,36.841181924165454,75.1,1079.0,0.32,2.53,479.0,288.0,450.0,191.0,0.0322,0
RID-0712,Starehe,-1.2606048411570363,36.79913454084258,76.8,808.0,0.182,0.43,489.0,294.0,450.0,195.0,0.0198,0
RID-0713,Mathare,-1.27912872753636,36.874448125557606,87.4,882.0,0.128,2.33,550.0,334.0,450.0,216.0,0.0225,0
RID-0714,Mathare,-1.2303176794292807,36.87211226697571,72.0,908.0,0.318,1.71,461.0,276.0,450.0,185.0,0.0414,0
RID-0715,Kasarani,-1.226261160610463,36.89998582810846,87.7,1171.0,0.259,1.73,551.0,334.0,450.0,217.0,0.0132,0
RID-0716,Embakasi,-1.3350081546793944,36.912090306527105,109.0,1335.0,0.141,2.52,673.0,413.0,450.0,260.0,0.0055,0
RID-0717,Njiru,-1.232353338753532,36.930958193343336,92.2,839.0,0.207,5.24,577.0,351.0,450.0,226.0,0.0926,0
RID-0718,Embakasi,-1.31940084295519,36.90531756459304,79.3,1215.0,0.172,2.85,503.0,303.0,450.0,200.0,0.0119,0
RID-0719,Dagoretti,-1.3017343947208118,36.742677347707485,77.3,566.0,0.284,0.86,491.0,296.0,450.0,196.0,0.0744,0
RID-0720,Kamukunji,-1.2430055642166695,36.84005948598508,74.6,761.0,0.213,2.25,477.0,286.0,450.0,190.0,0.049,0
RID-0721,Embakasi,-1.3171668030404244,36.8870491638873,97.7,808.0,0.347,2.12,608.0,372.0,450.0,237.0,0.0647,0
RID-0722,Lang'ata,-1.3351161605700013,36.76637551653564,70.6,729.0,0.114,3.84,453.0,271.0,450.0,182.0,0.0611,0
RID-0723,Westlands,-1.2779874607664283,36.826426080645454,80.7,683.0,0.189,2.94,511.0,309.0,450.0,203.0,0.0682,0
RID-0724,Kamukunji,-1.2566079399097272,36.83299152868523,80.8,1083.0,0.22,2.3,512.0,309.0,450.0,203.0,0.0185,0
RID-0725,Starehe,-1.3123307990272122,36.84515027379674,72.5,957.0,0.226,0.04,464.0,278.0,450.0,186.0,0.0134,0
RID-0726,Njiru,-1.2636925965152002,36.955812511983254,59.4,1076.0,0.179,6.88,390.0,230.0,450.0,160.0,0.0809,1
RID-0727,Dagoretti,-1.3324020763542366,36.76185194676599,84.8,1138.0,0.282,3.6,535.0,324.0,450.0,211.0,0.0311,0
RID-0728,Kamukunji,-1.3092234385856156,36.85961528238133,79.1,1053.0,0.319,1.34,502.0,303.0,450.0,199.0,0.0226,0
RID-0729,Lang'ata,-1.3497145386432714,36.750921211612074,87.5,1132.0,0.335,4.4,550.0,334.0,450.0,216.0,0.0514,0
RID-0730,Lang'ata,-1.3581407262585357,36.78372636913914,72.0,986.0,0.301,6.49,461.0,276.0,450.0,185.0,0.1428,0
RID-0731,Lang'ata,-1.3478821109376955,36.78168825960945,98.3,763.0,0.313,5.32,612.0,374.0,450.0,238.0,0.1729,1
RID-0732,Kamukunji,-1.2454711883096903,36.81371516776578,66.8,1212.0,0.238,0.89,432.0,257.0,450.0,175.0,0.0087,0
RID-0733,Makadara,-1.2676557485006277,36.862087118750466,105.7,882.0,0.306,3.75,654.0,401.0,450.0,253.0,0.0715,0
RID-0734,Starehe,-1.2929756809664625,36.79839372748522,53.8,813.0,0.176,0.47,357.0,209.0,450.0,148.0,0.0216,0
RID-0735,Kasarani,-1.2237824078155406,36.91843300223849,86.5,964.0,0.2,3.72,544.0,330.0,450.0,214.0,0.0384,0
RID-0736,Njiru,-1.2525509824075507,36.97022309860495,87.1,817.0,0.179,8.73,548.0,332.0,450.0,216.0,0.2509,0
RID-0737,Kasarani,-1.249023513801031,36.89975822104308,68.1,917.0,0.217,2.94,439.0,262.0,450.0,177.0,0.0402,0
RID-0738,Kamukunji,-1.3100478688882622,36.8522726376525,86.4,1069.0,0.171,0.84,544.0,330.0,450.0,214.0,0.0091,1
RID-0739,Mathare,-1.242262252198054,36.85658476412638,99.2,1070.0,0.34,3.88,617.0,377.0,450.0,240.0,0.0506,0
RID-0740,Kasarani,-1.2720842771325427,36.90397896293593,46.7,820.0,0.178,1.05,317.0,183.0,450.0,134.0,0.0268,0
RID-0741,Mathare,-1.2512652289653299,36.87308589509924,87.5,902.0,0.125,3.51,550.0,334.0,450.0,216.0,0.0311,0
RID-0742,Kasarani,-1.1952843561635569,36.878578926407016,42.6,1215.0,0.232,3.06,293.0,168.0,450.0,126.0,0.02,0
RID-0743,Kamukunji,-1.271395677890991,36.86885015024956,65.5,1099.0,0.114,2.93,424.0,252.0,450.0,172.0,0.0147,0
RID-0744,Mathare,-1.2955717516801304,36.871393036518384,104.4,1415.0,0.128,2.81,647.0,396.0,450.0,250.0,0.0045,0
RID-0745,Kibra,-1.3250835966201533,36.78336954653796,71.3,1236.0,0.155,2.96,457.0,274.0,450.0,184.0,0.0112,0
RID-0746,Embakasi,-1.3030464703292333,36.89025542871773,62.4,1229.0,0.216,3.16,407.0,241.0,450.0,166.0,0.0168,0
RID-0747,Kasarani,-1.2335141615832321,36.90068304834976,77.0,722.0,0.208,2.16,490.0,295.0,450.0,195.0,0.0519,0
RID-0748,Starehe,-1.296744918777256,36.8032834974223,111.0,1153.0,0.3,0.31,684.0,421.0,450.0,264.0,0.0091,0
RID-0749,Embakasi,-1.29641253434087,36.87702411929683,52.5,989.0,0.285,2.94,350.0,204.0,450.0,146.0,0.0466,0
RID-0750,Starehe,-1.2616737499818156,36.83425182585708,64.2,890.0,0.207,2.84,417.0,248.0,450.0,169.0,0.0412,0
RID-0751,Dagoretti,-1.327516134575812,36.73044870695329,102.5,1034.0,0.183,1.19,635.0,389.0,450.0,246.0,0.0112,0
RID-0752,Embakasi,-1.2861178119390526,36.88037668937721,107.9,1189.0,0.179,2.04,666.0,409.0,450.0,257.0,0.0088,0
RID-0753,Makadara,-1.309288085246188,36.86924121786504,78.4,1100.0,0.293,1.28,498.0,300.0,450.0,198.0,0.0172,0
RID-0754,Kasarani,-1.204332189814348,36.89496922227911,61.4,824.0,0.113,2.26,401.0,237.0,450.0,164.0,0.0279,0
RID-0755,Dagoretti,-1.3049502038938328,36.77244739723397,111.4,1148.0,0.103,0.44,687.0,422.0,450.0,264.0,0.004,0
RID-0756,Kamukunji,-1.2502220067240484,36.86457716101563,103.9,872.0,0.299,3.87,644.0,394.0,450.0,249.0,0.0748,0
RID-0757,Starehe,-1.2732936371486994,36.808834685567184,90.2,1043.0,0.219,1.16,565.0,344.0,450.0,222.0,0.0134,0
RID-0758,Starehe,-1.2916088881311312,36.83545028210532,67.8,939.0,0.133,1.49,438.0,261.0,450.0,177.0,0.0158,0
RID-0759,Embakasi,-1.3016320355822264,36.92803197185893,79.3,956.0,0.159,4.72,503.0,303.0,450.0,200.0,0.0477,0
RID-0760,Kamukunji,-1.2719909981492772,36.8149383939648,77.6,1153.0,0.333,1.51,493.0,297.0,450.0,196.0,0.0188,0
RID-0761,Dagoretti,-1.2719610476455416,36.724038787453715,85.0,792.0,0.315,2.58,536.0,324.0,450.0,211.0,0.073,0
RID-0762,Kasarani,-1.227679425439047,36.90500400412503,101.8,1389.0,0.277,2.31,632.0,387.0,450.0,245.0,0.0082,0
RID-0763,Kibra,-1.2750866502043205,36.8471983711201,93.2,636.0,0.221,3.59,583.0,355.0,450.0,228.0,0.104,0
RID-0764,Kamukunji,-1.2728655388172763,36.84133606762559,63.8,880.0,0.23,3.64,415.0,246.0,450.0,169.0,0.0613,0
RID-0765,Westlands,-1.2543098870303888,36.81775310851747,100.6,1074.0,0.344,1.56,625.0,382.0,450.0,243.0,0.0229,0
RID-0766,Starehe,-1.2814133525111437,36.86090422711825,84.7,1117.0,0.341,3.83,534.0,323.0,450.0,211.0,0.0464,0
RID-0767,Kamukunji,-1.2803985848161719,36.85495486178183,90.3,980.0,0.154,3.52,566.0,344.0,450.0,222.0,0.0275,0
RID-0768,Njiru,-1.2366815149589108,36.948431732212285,102.0,989.0,0.303,7.24,633.0,387.0,450.0,245.0,0.157,0
RID-0769,Kasarani,-1.2032211899906078,36.88765493626906,63.3,1082.0,0.149,2.11,412.0,244.0,450.0,168.0,0.0138,0
RID-0770,Njiru,-1.2611660350789207,36.91799691534057,79.5,954.0,0.153,2.98,504.0,304.0,450.0,200.0,0.0261,0
RID-0771,Dagoretti,-1.2842099753875953,36.759578730070245,72.0,1279.0,0.269,1.78,462.0,277.0,450.0,185.0,0.0107,0
RID-0772,Njiru,-1.2408445426769623,36.97348984866695,56.5,1168.0,0.201,9.52,373.0,219.0,450.0,154.0,0.1564,1
RID-0773,Dagoretti,-1.2931119203765808,36.75737483311185,85.2,1175.0,0.333,0.92,537.0,325.0,450.0,212.0,0.0138,0
RID-0774,Mathare,-1.2818340175227863,36.85725800595051,117.7,807.0,0.122,3.57,722.0,445.0,450.0,277.0,0.0365,0
RID-0775,Kamukunji,-1.2710892448486844,36.86198204221486,52.4,984.0,0.228,3.7,349.0,204.0,450.0,146.0,0.0477,0
RID-0776,Dagoretti,-1.2988793389532836,36.74256801496284,79.5,940.0,0.33,0.93,504.0,304.0,450.0,200.0,0.0294,0
RID-0777,Kibra,-1.3453574749336161,36.77785941598386,89.6,799.0,0.326,4.98,562.0,342.0,450.0,220.0,0.1546,0
RID-0778,Makadara,-1.2821923367296044,36.87150410032213,81.8,1072.0,0.139,2.73,518.0,313.0,450.0,205.0,0.0154,0
RID-0779,Makadara,-1.2899866855723758,36.86099547374362,78.3,892.0,0.192,3.03,497.0,300.0,450.0,198.0,0.0381,0
RID-0780,Makadara,-1.2998587368274366,36.84679357721053,60.5,1131.0,0.255,1.36,396.0,234.0,450.0,162.0,0.0148,0
RID-0781,Makadara,-1.2860234315959493,36.868419458887786,83.5,786.0,0.14,3.2,527.0,319.0,450.0,208.0,0.0437,0
RID-0782,Starehe,-1.2651596230401438,36.81447930314665,68.6,1344.0,0.342,1.17,442.0,264.0,450.0,178.0,0.01,0
RID-0783,Kibra,-1.358066858397425,36.80694305423507,47.2,821.0,0.329,6.64,319.0,184.0,450.0,135.0,0.277,0
RID-0784,Kasarani,-1.2295767491201681,36.88274448471913,97.9,1044.0,0.142,0.88,610.0,372.0,450.0,237.0,0.0083,0
RID-0785,Lang'ata,-1.3361304217617203,36.76215974720162,94.4,1158.0,0.13,4.02,589.0,359.0,450.0,230.0,0.0165,0
RID-0786,Embakasi,-1.2888012723190676,36.91234011899153,80.8,886.0,0.121,2.46,512.0,309.0,450.0,203.0,0.0234,0
RID-0787,Starehe,-1.2613286135359905,36.79768088577599,83.4,1170.0,0.327,0.48,527.0,319.0,450.0,208.0,0.0118,0
RID-0788,Mathare,-1.235761120292272,36.87022501062468,96.1,754.0,0.148,2.24,599.0,366.0,450.0,234.0,0.0341,0
RID-0789,Mathare,-1.267385542784924,36.867867769346844,83.4,1290.0,0.204,3.13,526.0,318.0,450.0,208.0,0.0117,0
RID-0790,Embakasi,-1.3455247046579664,36.908173056229614,93.6,1003.0,0.212,2.11,585.0,356.0,450.0,228.0,0.0201,0
RID-0791,Dagoretti,-1.3135874301636414,36.71694659428313,75.5,881.0,0.25,1.31,482.0,289.0,450.0,192.0,0.0289,0
RID-0792,Starehe,-1.3054471837243578,36.8472537674998,99.7,940.0,0.118,0.77,620.0,379.0,450.0,241.0,0.0099,0
RID-0793,Starehe,-1.2875852678738557,36.85567455419833,84.8,1162.0,0.157,2.96,535.0,324.0,450.0,211.0,0.0134,0
RID-0794,Starehe,-1.285716029261046,36.790852840848146,82.9,883.0,0.333,1.6,524.0,317.0,450.0,207.0,0.0436,0
RID-0795,Westlands,-1.2873304887989732,36.824716232400135,60.9,850.0,0.327,2.27,398.0,236.0,450.0,163.0,0.0654,0
RID-0796,Njiru,-1.2531179635587333,36.92903425407019,84.3,956.0,0.295,4.5,532.0,322.0,450.0,210.0,0.0773,0
RID-0797,Embakasi,-1.3067996354829443,36.91003565472335,67.5,765.0,0.105,3.91,436.0,260.0,450.0,176.0,0.0549,0
RID-0798,Starehe,-1.2526520236819507,36.85396998459786,70.4,1364.0,0.182,4.01,452.0,271.0,450.0,182.0,0.0122,0
RID-0799,Makadara,-1.3071953729157817,36.833479046278356,67.8,887.0,0.257,0.3,437.0,261.0,450.0,177.0,0.0215,0
RID-0800,Embakasi,-1.3182693032224655,36.90520561013166,64.0,1166.0,0.169,2.95,416.0,247.0,450.0,169.0,0.0153,0
RID-0801,Makadara,-1.3192751785242123,36.840856981702096,111.9,1042.0,0.327,0.93,689.0,424.0,450.0,265.0,0.018,0
RID-0802,Dagoretti,-1.2861242423690022,36.74302695296859,100.0,803.0,0.258,2.03,621.0,380.0,450.0,241.0,0.0431,0
